state_name_harmonized,cause_group,dalys_n,deaths_n,Incidence,Prevalence,ylds_n,ylls_n,yll_fraction,yld_fraction,yld_yll_ratio
Delhi,violence,33650.25326047823,438.7464132397413,52297.70163863315,750284.282405997,10929.626496240096,22720.62676423814,0.6751992797309257,0.3248007202690743,0.4810442339312194
Goa,all_injuries,68684.02375855023,1315.2902531220102,128407.1657990174,339464.64351670985,14120.34411077029,54563.67964777986,0.7944158868675398,0.20558411313245895,0.2587865078367168
Goa,burns,1367.7422331595942,24.255534265719906,989.8040306404972,12916.006982026664,339.2197779311143,1028.5224552284797,0.7519855936980979,0.24801440630190197,0.3298127096853309
Goa,drowning,5219.317944021363,99.28381321056806,154.25016581118425,460.2501797126448,21.0380857342692,5198.279858287097,0.9959691887024503,0.00403081129755047,0.0040471244926781474
Goa,falls,20286.547066208484,400.25183740437257,81612.42570902943,214355.6265220564,9881.278343274786,10405.268722933704,0.5129147256541193,0.48708527434588095,0.9496418215029835
Goa,intentional_all,14138.059988842411,257.7309339054548,5460.180603328329,65170.11626878207,1197.2554425230692,12940.80454631935,0.91531685086441,0.08468314913559066,0.0925178522121791
Goa,other_transport,1784.7214686259204,35.23522556080218,351.127034727351,1923.2781996534245,109.68200932988113,1675.0394592960392,0.938543906565809,0.06145609343419099,0.06548025404486689
Goa,other_unintentional,145.18891943632403,3.3731187826738744,305.2726074095473,349.4126283023453,54.36707314839792,90.82184628792616,0.6255425458122388,0.37445745418776166,0.5986122873569624
Goa,poisoning,161.9919466718421,2.90097672867698,110.37286890537126,214.5520736864181,18.40861606641699,143.5833306054252,0.8863609182763359,0.11363908172366464,0.1282085879244915
Goa,road,20032.270909189097,398.1635187814792,4943.761421579757,14365.008800840422,853.72387757571,19178.547031613387,0.9573825712798195,0.042617428720180414,0.04451452324143509
Goa,self_harm,10219.41973287708,209.3400957108763,36.35310018129368,6106.830971783272,290.3646978381324,10528.580840555142,1.030252315274169,0.02841303179905556,0.02757871191145475
Goa,transport_all,21816.992377815022,433.3987443422811,5294.888456307109,16261.926442174476,963.405886905592,20853.58649090943,0.9558414895040598,0.0441585104959402,0.0461985705588611
Goa,unintentional_all,32728.97139189279,624.1605748742743,117652.09673938192,276124.0138980256,11959.682781341628,20769.288610551164,0.6345842147576893,0.3654157852423108,0.5758349746878618
Goa,violence,3263.7709027229857,12.336496145675174,3677.042222093776,58097.097309324025,860.7356569049068,638.3127884247784,0.195575243315096,0.26372428781284535,1.348454351085494
